word,length,q,rho_ratio_lower,rho_ratio_upper,delta_lower_nats,delta_upper_nats,states,reachable
677,3,16,9713719814142760769297312278370/9703945592975386239928346480067,1794815951449483623727234470265/1793009956588617721001195620296,0.001006735031011345,0.001006735031013305,144,61
678,3,9,9889768483898071181878306943135/9879820053767458415632420454979,100088415074732880240979939885/99987732980315842166065539004,0.001006437837732772,0.001006437837736539,81,44
678,3,11,2633060569235700472933521883450/2630435574780290188711421534241,899811006338634257670413990723/898913951811989012145528330984,0.000997433873309818,0.000997433873313169,99,53
678,3,16,8289476830688778375336179221610/8281118209612305654098346910077,4487686750166956782206177758043/4483161630690687986236555917492,0.001008849925434664,0.001008849925436705,144,61
679,3,9,4449401473944609012753532626985/4444925680627642775291620585131,75066311306047412685752530273/74990799735234519387839818764,0.001006437837732565,0.001006437837738099,81,44
679,3,11,1464961122449766893949491507075/1463487171384575291413917082428,4040064723292415743913073715267/4035999866136074037609311866716,0.001006643137774724,0.001006643137776829,99,53
679,3,16,987249779665120598989934895155/986262625051936090018910878644,2243868629509722598458690353893/2241624977179147872202369255956,0.001000403841551101,0.001000403841553139,144,61
680,3,9,646078461166390900495997821054/645428550459142169561368926801,900795735685235833949975638543/899889596835456923522441362296,0.001006437837746676,0.001006437837750821,81,44
680,3,11,8888952835705591313547421021360/8880009334553099096900901490671,1122492581897455954339731844631/1121363200981004133805792541784,0.001006643136726178,0.001006643136728419,99,53
680,3,16,270314708570536059129425523235/270042095080925545645624968378,2247458683580961519945602474467/2245192112302885146846113957502,0.001009012974010775,0.001009012974012598,144,61
681,3,9,3263199206235193177789797147655/3259949345818528865205387469572,8088367715448235835155358687321/8080312410082971354819180226608,0.000996408608392361,0.000996408608394348,81,44
681,3,11,8899909801899613316647156804505/8890955276541956595810224031816,449894844242302401430159671767/449442188554691045967752185884,0.001006643136725854,0.001006643136728653,99,53
681,3,16,5923224242911732479387722740265/5917264126202388200783295222108,8899864701616885845378662307257/8890909404612453488172948564960,0.001006735031011119,0.001006735031013369,144,61
682,3,9,2972896967976264636394645585165/2969906437124145625974193683558,1011135409457273973276766927937/1010118276448551654491465929629,0.001006437837732399,0.001006437837734794,81,44
682,3,11,2962988398883330870661379198210/2960007227686901178275676074037,899799983730607360052546273327/898894661996959979073514292808,0.001006643136725928,0.001006643136729136,99,53
682,3,16,330025532897459489411244725185/329696170939485207663581867787,551865811737574383370604955440/551315055550021922101795136541,0.000998487645389212,0.000998487645392623,144,61
683,3,9,4449395290402777634563877644015/4444914488903504983970229983922,3594142708391801851468115448853/3590523196304140306993762575864,0.001007565958354530,0.001007565958356744,81,44
683,3,11,2469708573990362930908748998205/2467223709697678940763499511343,1122503907486406751273718988874/1121374515173689108329739147251,0.001006643137774656,0.001006643137776947,99,53
683,3,16,1657863354943435929065544634882/1656191420025042891704858935677,5389819683287552620360188920461/5384384116052483326414821952320,0.001008996636306404,0.001008996636308874,144,61
684,3,9,2422818648823707279042166532840/2420381459107264273948378281753,8098208305632862741337796887299/8090062062407548929432418086576,0.001006437837732364,0.001006437837734525,81,44
684,3,11,8789777969786602283244958936250/8780934252100637049805873243719,897289656783176307684790616741/896386860781454077529767875684,0.001006643136724938,0.001006643136727786,99,53
684,3,16,3958937555905070966113551300565/3954953895799281668338790154591,1112482905226839018942275242882/1111363475151129856925963642649,0.001006751347695243,0.001006751347697499,144,61
685,3,9,2447865504529954764026531107865/2445430649703816053132971120566,4094198531768631503055371300125/4090126094359050552888001463352,0.000995179915683327,0.000995179915685690,81,44
685,3,11,1316870571451644577819121201590/1315558816406576615677453728201,2222447466685504520531255460649/2220233652556743074259356109774,0.000996611844322751,0.000996611844325006,99,53
685,3,16,9889720905763093905546495468740/9879825870671020914225260423871,2243866331188000745481877735163/2241621259127763232368726775998,0.001001038216027035,0.001001038216029256,144,61
686,3,9,1113804803421033750000000000000/1112695616378197735494790015357,2448164370450994764909279486302/2445726356007079773425204346995,0.000996350258667194,0.000996350258669157,81,44
686,3,11,225198572573181000000000000000/224974465883555919087424897379,1100335707415819299856052615686/1099240706723548852004853292035,0.000995646957919441,0.000995646957922347,99,53
686,3,16,4499928095626656000000000000000/4495439000307470324266415367299,971654983922457593582546306864/970685668025068425061374883263,0.000998090604635532,0.000998090604637673,144,61
687,3,9,2873601134538552962981326418090/2870710488497935183829649192261,2044835999023175595437749690433/2042779033979120681668221878502,0.001006437837746864,0.001006437837749131,81,44
687,3,11,362208776546426514468471217600/361844345024511385013327012481,190049336606450536926296450231/189858121005219006070025247968,0.001006643136621165,0.001006643136624258,99,53
687,3,16,2966837204497520653843149558625/2963851888515673259570792635521,600049859651429500882115014807/599446072415240506451171878896,0.001006735031011141,0.001006735031013134,144,61
688,3,9,9889768483899317306711497065545/9879820053893819453859145036299,577798871002661963043057973909/577217644896631685706047452464,0.001006437825068962,0.001006437825071082,81,44
688,3,11,4889880500166810469108241761675/4885005599369929382716019105307,299933631792548643557866530445/299634616980101881209017705304,0.000997433862942214,0.000997433862947351,99,53
688,3,16,8303791199579987757821484408395/8295416792179497207676540858689,1347454906160428804577323310635/1346095992374329350552666070266,0.001009012974010762,0.001009012974012855,144,61
689,3,9,198193132027611523491508408171/197993763303303072021955230726,8089083275532017417900816091791/8080946211462366984820682127408,0.001006437837731078,0.001006437837734646,81,44
689,3,11,9779648190430880281109952270085/9769808528045604684256981721454,1994984576188125040173772793039/1992977349106809861586658169828,0.001006643136724959,0.001006643136727247,99,53
689,3,16,9774845123618172908509597585400/9765009396425800559795637733407,8899864701616885845378662307257/8890909404612454388072647359432,0.001006735031011066,0.001006735031013268,144,61
690,3,9,198195359146987516273099416487/197995985939712600000000000000,2696391357226359756690613038839/2693678941581132796525290999672,0.001006449164409231,0.001006449164415004,81,44
690,3,11,9878823071162921129089653685160/9868883625296214451951261697307,4045089968287679729548670291359/4041020055052446263023086685512,0.001006643136726090,0.001006643136728648,99,52
690,3,16,3290792278408338374495485223960/3287479386305242763275282414317,598520923199491553493062820317/597918382816429350669952083108,0.001007222733272940,0.001007222733275588,144,61
691,3,9,208307931109427681014780023725/208098387592245732031091968212,200176828890715740665356184199/199975464705680458943661593120,0.001006437825068595,0.001006437825072095,81,44
691,3,11,987675120480656743122719971930/986681384351017580419378939773,374164151365492210820153648221/373787691102478196084305544433,0.001006643137774285,0.001006643137776672,99,52
691,3,16,4944148311918489141172121393485/4939236473467750486583809322763,8886798473004431432290237330541/8877969749493340527452439966408,0.000993958843409732,0.000993958843411702,144,61
692,3,9,1631765781284375333240497057460/1630140849714934125035521855191,8178618571939382692143244985791/8170474207310330906340418708224,0.000996307919062851,0.000996307919064881,81,44
692,3,11,494307350465886487205850623365/493810009728424480522970218206,449894844242302401430159671767/449442188554691045967752185884,0.001006643136725673,0.001006643136728653,99,52
692,3,16,977484351697670709128253232939/976500763206843404787149780370,600001501909606740634810080349/599397753552168774636086202456,0.001006751347695470,0.001006751347697857,144,61
693,3,9,8997201938864061921920885536360/8988141229867523850788914633431,785944917199355737970040396647/785153424663069620030943546312,0.001007565958354172,0.001007565958356767,81,44
693,3,11,8900009395309101704539089784685/8891054769737542950210694158468,1349699464423616006964450505471/1348341482336040098924643951048,0.001006643137774492,0.001006643137777841,99,52
693,3,16,423524905906282737256976351950/423098474681472084316504408671,1495678290351847391878792599275/1494172348395696729114310853796,0.001007369441123240,0.001007369441125755,144,61
694,3,9,988755884480806089991135133425/987761263742298334995382916559,1599764510991758286409740785293/1598155257399098313027853984464,0.001006437837746683,0.001006437837748777,81,44
694,3,11,789686897447910753623519710667/788892364525082939752513772367,448896080360673711932838658271/448444429566000014121319458092,0.001006643136725944,0.001006643136728318,99,52
694,3,16,1096931974509207450298295900810/1095826590051178252299842369007,2221320074094177375595607733503/2219081637488009231371295466288,0.001008213644246420,0.001008213644248780,144,61
695,3,9,9790472758649669156883180882920/9780624102439764011868335388081,1348178858674396307071081231771/1346822667771679779794636136960,0.001006449164413191,0.001006449164415334,81,44
695,3,11,1646491052920201242543088076650/1644834457941970415536005999111,1010016180707652366226097058130/1008999966419740921577192063253,0.001006643136726220,0.001006643136728442,99,52
695,3,16,4936905585904584466004384143855/4931934802211785167200049447654,3591124750136297163894591528527/3587508982316514661527310813656,0.001007369441123940,0.001007369441125794,144,61
696,3,9,137843315591490843750000000000/137707563130929407616255373627,85966011568518364329790432556/85881349519110791201585658715,0.000985316919864525,0.000985316919867165,81,44
696,3,11,326623658731700625000000000000/326301852592858934990091434299,2224956616351944953778757117024/2222764476625812244530399292695,0.000985736226622428,0.000985736226625298,99,52
696,3,16,539917867833466500000000000000/539379163644204259290542053313,2223464102652467871777224094094/2221245636663220448131746794385,0.000998250191163308,0.000998250191165342,144,61
697,3,9,2873601122088025260597388768030/2870710476059975844086358444711,513449102737921668577334387219/512932608086652411343896838824,0.001006437837731543,0.001006437837734862,81,44
697,3,11,8889052834056992280456951519340/8880190921429311356281557757251,1011272379276374573090747009858/1010264194531019087473618099233,0.000997444065076459,0.000997444065078795,99,52
697,3,16,376241860893349668678688409735/375863275631354032415044879668,8885412641835089575591255236283/8876471886904276740780278675208,0.001006735031009504,0.001006735031013079,144,61
698,3,9,198193132027611523491508408171/197993763303303072021955230726,8089184194013345146009883758583/8081047028426611069535968569168,0.001006437837731078,0.001006437837734572,81,44
698,3,11,9878822957091763809699283900610/9868883409717717690265365095571,299933327587378267395326492821/299631550591113295140843279480,0.001006653433950798,0.001006653433955719,99,52
698,3,16,216265538899918358478923100809/216049188449747031701131844181,1480917933868771880229232140551/1479436434489399092475999977592,0.001000893351744498,0.001000893351746533,144,61
699,3,9,9692173872475302766487821273735/9682424208998237718529045058088,20017683014946576048195987977/19997546596063158434327565640,0.001006437837732969,0.001006437837737039,81,44
699,3,11,3259889441414324012111005063300/3256908760036545799138749353853,550034841345896569687703883007/549531916741183166480733973002,0.000914768723379497,0.000914768723381613,99,52
699,3,16,48875060882559382194205371295/48826198393456708938348929331,2691488953578428463214397162405/2688798156937162184783307849408,0.001000242853338946,0.001000242853341110,144,61
700,3,9,198193132027611523491508408171/197993763303303072021955230726,2224904544732708196958324979763/2222666443057564525335292381770,0.001006437837731078,0.001006437837734557,81,44
700,3,11,2469960480065727357986493006995/2467702070589032481909511693296,4445346401770851328703395073731/4441281797287500365911278552372,0.000914768723464976,0.000914768723467173,99,52
700,3,16,1483150317432477061768206380255/1481656965212559182505959530728,2221314215501359795657162324603/2219077621896603968290958809218,0.001007385778462240,0.001007385778464355,144,60
701,3,9,8998098793916380540445763733750/8989047322458240618815517956079,999851555352039121593889410241/998845773128155717552594534257,0.001006437837732626,0.001006437837735075,81,44
701,3,11,362209192279898827468070722420/361844756613664282548626031153,74983331992095651698970322831/74907887742933717935738289150,0.001006653433950748,0.001006653433953772,99,52
701,3,16,4815958090881468240238016954465/4811112136868615544824033068737,1346064589842596967316733309485/1344710141365756310850168695106,0.001006735031011122,0.001006735031013623,144,60
702,3,9,1481492004670815846805517570095/1480000055504149452275448408846,3999455564095839266228812170563/3995427878237816259613284660624,0.001007565958353978,0.001007565958356469,81,44
702,3,11,659913488002717067147670257555/659249518073783624360472967263,8090169733124082148432466159191/8082029833697207185302388660200,0.001006653433949456,0.001006653433952924,99,52
702,3,16,1980188387158737176689342034690/1978192940296033725237776335239,2211400985353849970279561389051/2209172544268631569241712985032,0.001008213644245649,0.001008213644248675,144,60
703,3,9,3263198915649948853157534841820/3259949383765193805665833693797,179942467014500559766003529249/179763278188106273723838872160,0.000996307918936878,0.000996307918939126,81,44
703,3,11,878965595617279474190289834682/878081227081277513690617324551,2693349031786016013424034921051/2690639126925047116372046334696,0.001006653436047908,0.001006653436049935,99,52
703,3,16,423524905906282737256976351950/423098474681472084316504408671,2221314580885051689605066304197/2219078023166227076190899703450,0.001007369441123240,0.001007369441125997,144,60
704,3,9,593252788243716035038680531743/592656016547468279134492571295,2247517681188816536604400778177/2245256832246287522286195528192,0.001006437837732709,0.001006437837735204,81,44
704,3,11,1974217184041465667419726867235/1972230831485835599896303243842,2022542433281018289613134115157/2020507458424299096626500781634,0.001006653433950805,0.001006653433953148,99,52
704,3,16,3958950116396050487191447141445/3954985137634640797508934109644,4494917870696479459402514754943/4490416108015050161185668900000,0.001002024647887903,0.001002024647890126,144,60
705,3,9,9889768483898071181878306943135/9879820053767456435672561057853,93644467816456160665502418121/93550267891886680474598944350,0.001006437837732973,0.001006437837735357,81,44
705,3,11,9878834183158681356478486440055/9868894624489572285019422708402,8080130366131913811449039668985/8072000567783309800485008117136,0.001006653433949806,0.001006653433951793,99,52
705,3,16,553692590278151172800595407068/553135098130350019607900352123,2221314580885051689605066304197/2219078023166227301165824402068,0.001007369441123581,0.001007369441125896,144,60
706,3,9,1317971025154509195153582658570/1316645236519592242560976463121,2936452523353148978498452704871/2933498653117657002132090559488,0.001006437837732020,0.001006437837734592,81,44
706,3,11,316838485624952339409038259970/316522614515947308688458242061,988616757010710142561625546605/987631158715090603070009903649,0.000997444065077464,0.000997444065079699,99,52
706,3,16,1737236059566124720369154409973/1735488257518294726781716609167,316721033922144557551501738723/316402386569280185874415142616,0.001006588508513174,0.001006588508515577,144,60
707,3,9,270236421789565200000000000000/269970284407149610399761888919,1481695989864035828960059843924/1480236768750657485018143064795,0.000985316919965397,0.000985316919968045,81,44
707,3,11,150114495894926250000000000000/149966595502521643454777599237,1630110346025893234739037050284/1628504278880921215876478702965,0.000985736246771075,0.000985736246774510,99,52
707,3,16,225267162669121500000000000000/225044210138265932209799343049,49509637477387634579211331859/49460636554010341892289883320,0.000990215049125536,0.000990215049129531,144,60
708,3,9,9889768608027572339353462085875/9879820177772092954772278399977,428059247963383785379672686979/427628649660999848198842214790,0.001006437837732857,0.001006437837735210,81,44
708,3,11,1097648254981271551907001145195/1096543870852465765487080570293,224949995945667083456357662915/224723665512241970591485803276,0.001006643136726216,0.001006643136729903,99,52
708,3,16,8882993175100469699115459165940/8874049079939223538550485079361,8975373572845158831676079483041/8966336461844278965970660997616,0.001007385778462002,0.001007385778464265,144,60
709,3,9,198195359146987516273099416487/197995985939712600000000000000,2696391357226359756690613038839/2693678941581131896625592205200,0.001006449164409231,0.001006449164415338,81,44
709,3,11,4444482030252189522481552073965/4440010274029102536505284422796,740814888999068285996529998725/740069527994682416852323657686,0.001006643136726223,0.001006643136728243,99,52
709,3,16,4815958090881468240238016954465/4811112136868615544824033068737,1794815951449483623727234470265/1793009956588617721001195620296,0.001006735031011122,0.001006735031013305,144,60
710,3,9,2999366264634613391025611521790/2996349107481862231784703641271,900795735685235833949975638543/899889596835456923522441362296,0.001006437837746662,0.001006437837750821,81,44
710,3,11,1411263643874165450444160203285/1409843719811260291803936897483,8090178924660260868830218475491/8082039099207930187380566018616,0.001006643136725257,0.001006643136727238,99,53
710,3,16,263372330223706535886608188574/263108431740118256892445029039,561873745606160187500000000000/561310749374521669960261012407,0.001002500090242806,0.001002500090244633,144,60
711,3,9,396390713804185280586262091137/395991971879425200000000000000,229713820820052528565478082629/229482744440439682467697241454,0.001006437837731864,0.001006437837734536,81,44
711,3,11,3256200921913919716914520898675/3252924738854665809408236335284,224949740346585233275319403139/224723410170351544478952744246,0.001006643136621122,0.001006643136623896,99,53
711,3,16,1097091253983038874545774604710/1095987329558370014186930917959,8974079757247418118636172351325/8965049782943089504905676895952,0.001006735031011305,0.001006735031013204,144,60
712,3,9,349659729092338016582630568485/349307601278086191916233938556,42751523299429879642910009263/42708470013040601784911561320,0.001007565958354321,0.001007565958357372,81,44
712,3,11,989869671500690933410517107450/988873727353893784184742476919,4045089968287679729548670291359/4041020055052446712972936082748,0.001006643136725425,0.001006643136728536,99,53
712,3,16,1980348337365164323658418262985/1978352407160406588466070168616,8089027231883052831751199327321/8080874558196990659522542518552,0.001008376486474024,0.001008376486477194,144,60
713,3,9,1317971025142730348516047453885/1316645236524498583092562541349,4044541643425367389324352877811/4040473111436017541844703599696,0.001006437825068519,0.001006437825070710,81,44
713,3,11,8789777968642541007820884647450/8780934250948512267341701404201,1349699464423616006964450505471/1348341482336040548874493348284,0.001006643137774324,0.001006643137777507,99,53
713,3,16,423524905906282737256976351950/423098474681472084316504408671,2221314580885051689605066304197/2219078023166227301165824402068,0.001007369441123240,0.001007369441125896,144,60
714,3,9,4944396006235162402175212721215/4939472263122306501850136932659,2022089436834464445362511521309/2020075793727063538993283902788,0.000996319130520514,0.000996319130522882,81,44
714,3,11,9780643261545360940012879082020/9770802597982567469103136350129,3589116537188410823118843666527/3585505395529756411160182241976,0.001006643136725850,0.001006643136727977,99,53
714,3,16,3958904681826685317556607755195/3955082039072419545466312431294,4488343734758382987399304563677/4484009875765736125080200583252,0.000966047375707702,0.000966047375709846,144,60
715,3,9,593253529859290432254790943764/592656757417028342516888577843,561866805483875942697195266660/561301605937882609551907130799,0.001006437837732423,0.001006437837734832,81,44
715,3,11,2225002094730012612204961411505/2222783908724120194827975273642,1795583227967477701982490272689/1793793145343224990475623820328,0.000997433863981376,0.000997433863983755,99,53
715,3,16,3950524121430288512233525246835/3946572122003344576593052942059,8975519128198504032749047135151/8966540257202924908773380616888,0.001000874152987383,0.001000874152989679,144,60
716,3,9,9889768483899317306711497065545/9879820053893820443839074734862,4049063749371294766553820162259/4044990668452961288067907020252,0.001006437825068862,0.001006437825071140,81,44
716,3,11,114021899642810950920389675906/113907178031647920987796856235,4444889335084849331551967191435/4440417169057436585000132219196,0.001006643136725682,0.001006643136728333,99,53
716,3,16,1096944199735740035369428500440/1095847343620916644169985059397,598261512477015612757133723233/597663299005096755504875828592,0.001000419952938910,0.001000419952940839,144,60
717,3,9,8987938385910390000000000000/8978987710918710758398894111,890965903049323053225003252032/890078631031594546640463794315,0.000996350258680454,0.000996350258683420,81,44
717,3,11,4049103413258055000000000000000/4045073941646653295178970592893,197994198083900293327953993530/197797163847187223378299590171,0.000995647060249388,0.000995647060252217,99,53
717,3,16,42816846651178050000000000000/42774194861798846938408554139,1234403947584792462970808785049/1233174302216221373085676726555,0.000996641521255890,0.000996641521259609,144,60
718,3,9,1779758364703391168950713043198/1777968049614675499572620964255,1801601583488928900825385361287/1799789295617300631049258536720,0.001006437837732891,0.001006437837734967,81,44
718,3,11,1483335015401817577146392275825/1481845312603939424609233655838,224949582192017476360414361231/224723666927767998600611958780,0.001004797522190469,0.001004797522196575,99,53
718,3,16,9631670046285351888045548913970/9621958036481250449003419410657,1110640734979089797277152000839/1109520830159350616047313492082,0.001008849925434782,0.001008849925436759,144,60
719,3,9,8810467731981175291119209442040/8801704092868626572775528697647,75065474738970064621123283773/74990808245607943438140421122,0.000995179915683501,0.000995179915687558,81,44
719,3,11,209306778268712168224194824785/209098305623648908992518816067,8890775610563668973532949603271/8881920266634853867426783045176,0.000996511134021499,0.000996511134023419,99,53
719,3,16,1979468745767400769130652951515/1977476948012758415886577132083,8974079757247418118636172351325/8965049782943089504905676895952,0.001006735031011264,0.001006735031013204,144,60
720,3,9,161523276751460042400090245071/161360795391472093611459637152,112600730977043869827053162431/112487462349309000000000000000,0.001006437837732887,0.001006437837737855,81,44
720,3,11,2962619476823691452703707587390/2959638676813263578634319486869,987741984655704948047993251587/986748181252601377497328977736,0.001006643136726008,0.001006643136728243,99,53
720,3,16,4895211213523652009131093434755/4890274372985612806639452633408,4377625356863376336274232633767/4373210503779519688507204014060,0.001009012974010833,0.001009012974012847,144,61
721,3,9,198193132027611523491508408171/197993763303303072021955230726,444379030831115388843258378943/443932015944271517198450008244,0.001006437837731078,0.001006437837734827,81,44
721,3,11,989882581364574623920057734005/988886624228692071195623980977,209275912454186003029915601267/209065352290483859243100866040,0.001006643136723720,0.001006643136728295,99,53
721,3,16,4815958090881468240238016954465/4811112136868615544824033068737,1346064589842596967316733309485/1344710141365756310850168695106,0.001006735031011122,0.001006735031013623,144,61
722,3,9,740737646560650018565353071630/739991680392071551348302363693,734104677712231602061622743285/733365391331536597160592622686,0.001007565958353370,0.001007565958356749,81,44
722,3,11,3460135026262475521878952541780/3456653657628046256604166133097,899799472589709831842649600085/898894151370339855816174241716,0.001006643136725833,0.001006643136729337,99,53
722,3,16,8884756681276640201824568322235/8875817886898925929844003113209,26470650196546624990021619117/26444018550049148278452630366,0.001006588508513540,0.001006588508515761,144,61
723,3,9,489529189130240275704118583795/489036756274720276934897720487,3594239626692325319419388329307/3590624067657032630578564219248,0.001006437837732751,0.001006437837735089,81,44
723,3,11,3260251648774566886311205213780/3256971390127179261709411429827,673847625784121666728463921293/673169642996401766913572341305,0.001006643137669633,0.001006643137671728,99,53
723,3,16,658165690583305111450092527524/657511344827729492932726961085,5389823203945560384295261649951/5384464662795098038360040350728,0.000994690629866491,0.000994690629868848,144,61
724,3,9,4944889872425898127518515631995/4939915651696648410070399278282,2044861228646636040480551707055/2042804238223307504450806087434,0.001006437837746745,0.001006437837748844,81,44
724,3,11,62675211883719748746430954865/62612722295976346502725493586,2245005078671594737140252728891/2242766722587396618515503066200,0.000997535689839169,0.000997535689841290,99,53
724,3,16,3958937555905070966113551300565/3954953895799281668338790154591,2516808240777244684679606067629/2514275715714359312791299471384,0.001006751347695243,0.001006751347697423,144,61
725,3,9,4944929297536962326947887288890/4940005078745658820878888195891,5395686225598665723068370781733/5390313137753432363245535765760,0.000996307918936814,0.000996307918939206,81,44
725,3,11,8899909801899613316647156804505/8890955276541956595810224031816,162916529393438834168400083063/162752613103711181959875637024,0.001006643136725854,0.001006643136728046,99,53
725,3,16,9873811171809168932008768287710/9863869604423571324380028593871,2221314580885051689605066304197/2219078023166227301165824402068,0.001007369441123839,0.001007369441125896,144,61
726,3,9,9889768608027572339353462085875/9879820177772092954772278399977,2024557104299762744182790441513/2022520538435718737139230905848,0.001006437837732857,0.001006437837734932,81,44
726,3,11,950182493191429194243022168895/949226479768927797772522581891,505636245978166756468025361854/505127506823821367852178292821,0.001006643136723917,0.001006643136727367,99,53
726,3,16,5923232932013208259681437100865/5917264057209222719774415577431,2211400985353849970279561389051/2209172544268631569241712985032,0.001008213644246420,0.001008213644248675,144,61
727,3,9,449398622593044000000000000000/448951087147230825130467085937,564910168661427073365507330922/564347600572725915562740242775,0.000996350258665856,0.000996350258669067,81,44
727,3,11,249047403574350000000000000000/248799563660327767367454506537,4451294723404073583099257982016/4446865010483139033545603863425,0.000995647059468040,0.000995647059470223,99,53
727,3,16,55355650337973262500000000000/55300508081505788346775488217,247547796570223198679282401987/247301203060741626494975867610,0.000996641521257463,0.000996641521260550,144,61
728,3,9,494377940863212582028841210375/493880624901322904871464855139,2022268259802597202730333854337/2020233973476898956105639032706,0.001006449164413180,0.001006449164415381,81,44
728,3,11,109985456506671042834876781850/109874796108848694051483308751,1122503907487701308383595581946/1121374515176158433103231178419,0.001006643136724623,0.001006643136728172,99,53
728,3,16,921052940868721428329442282010/920124055209283746934644871641,1347454906160428804577323310635/1346095992374329125577741371648,0.001009012974010771,0.001009012974013022,144,61
729,3,9,161523276751460042400090245071/161360795391472093611459637152,112600730977043869827053162431/112487462349309000000000000000,0.001006437837732887,0.001006437837737855,81,44
729,3,11,9779648303222376185489979762950/9769808640713362290922392548703,1778154902723903048450217966751/1776365835920158905000024336288,0.001006643137774585,0.001006643137776673,99,53
729,3,16,1974784444151421821457872853301/1972809850067692784394337568304,2243868629509722598458690353893/2241624977179147197277595160102,0.001000403841551337,0.001000403841553440,144,61
730,3,9,988768222249639282443156223025/987784709428490908031944729254,900785708057639603567945044073/899889710114896700448588718752,0.000995179928204156,0.000995179928207899,81,44
730,3,11,977965052194584172241054503558/976990984546622663681927548731,2696732703424476907324988090087/2694046717789594787864059661928,0.000996511134022341,0.000996511134024556,99,53
730,3,16,8884587417934491657806704649065/8875643164695156676632875277264,598520923199491553493062820317/597918382816429350669952083108,0.001007222733272752,0.001007222733275588,144,61
731,3,9,4449401473937725656532101474625/4444925680620766374699934366533,1801591471357804786179006001819/1799779193658285554571699899016,0.001006437837732558,0.001006437837736460,81,44
731,3,11,2636712305090688864343100747255/2634059412227466536568942906621,899801005038320111129640921635/898895682277096385995888481208,0.001006643136725933,0.001006643136730507,99,53
731,3,16,1480784572997919246109488242855/1479304169316471274734962442357,867268284686555609870840698229/866401239483041364141973490288,0.001000242853339183,0.001000242853341282,144,61
732,3,9,987650232682071894103509166435/986655611086436274613164785466,4044541078636692710798843913565/4040467989026480966458866293604,0.001007565958353439,0.001007565958356728,81,44
732,3,11,4939411535004831132805540436905/4934441812066883574380061470694,374164151365492210820153648221/373787691102478158588484761330,0.001006643137774717,0.001006643137776772,99,53
732,3,16,2443670972409413494332071636615/2441212041338387780991869019753,600001501909606740634810080349/599397753552168774636086202456,0.001006751347695538,0.001006751347697857,144,61
733,3,9,4895236379947986003953308083775/4890312051842408610176690818923,112473994297946060032794720749/112360851885959975738076567575,0.001006449164412776,0.001006449164415350,81,44
733,3,11,2958680509408649953479956014915/2955730892547350616946877797686,674181586092267237413132209477/673509469800022553226043826124,0.000997433862942082,0.000997433862944629,99,53
733,3,16,3291606122585256354824787165110/3288499673103233046767800447353,4427280079852709083903364450309/4423101839383262639352097195476,0.000944194458041354,0.000944194458043612,144,61
734,3,9,8898913980792885598520438496545/8889962282467448535071991889533,499438285259272552092585393545/498935884531332706122407964456,0.001006437837732994,0.001006437837735209,81,44
734,3,11,8898902640536112397049692766480/8889949128521338528584157654347,3498997663472982625289881245521/3495477193715627142358287867984,0.001006643136621113,0.001006643136623917,99,53
734,3,16,87976518327872900509438394539/87887863900532798635309272549,7445723515318496732411801651155/7438220418277024430365755204336,0.001008213644246518,0.001008213644248972,144,61
735,3,9,9889768608027572339353462085875/9879820177772092954772278399977,187288935632912321331004836242/187100535783773398445018671803,0.001006437837732857,0.001006437837735157,81,44
735,3,11,9779637079452294173511628164940/9769797428246170082727362915679,1197060686899742060162014700435/1195856280280560788142982042992,0.001006643136726103,0.001006643136728341,99,53
735,3,16,50618634209783371029002250575/50567988375933129313313014986,4378152500085650551358165225317/4373771995009754281055008589220,0.001001038216026889,0.001001038216029304,144,61
736,3,9,8898015735150741259327644533695/8889154091316901983760767638487,247189521617473035712522995083/246943342518083216327315183586,0.000996408608392386,0.000996408608394522,81,44
736,3,11,5928105998269783048131232469240/5922141513610282724857413453723,8620000548920996598817163137661/8611327650519036779572948435416,0.001006643136725534,0.001006643136727861,99,53
736,3,16,1396360552477587559683261036200/1394953205017123558225278943461,8885120617303591904734367918683/8876165586373710211340929869288,0.001008376486475022,0.001008376486477035,144,61
737,3,9,168524464109623875000000000000/168356638355488997662980414137,4503987445921062338594198903318/4499502132208765825103676353895,0.000996350147220460,0.000996350147223883,81,44
737,3,11,200243590912098000000000000000/200044318209039467039449662731,494985517786703313849227989079/494492932223014668737241365965,0.000995646958000058,0.000995646958002991,99,53
737,3,16,55355650337973262500000000000/55300508081505788346775488217,247547796570223198679282401987/247301203060741626494975867610,0.000996641521257463,0.000996641521260550,144,61
738,3,9,396390713804185280586262091137/395991971879425200000000000000,8098208305632862741337796887299/8090062062407548929432418086576,0.001006437837731864,0.001006437837734525,81,44
738,3,11,1557772437355330734220914993200/1556205105427002607872382162299,449900043114019281292491754769/449447382195632146832279811084,0.001006643136725904,0.001006643136729655,99,53
738,3,16,8884587417934491657806704649065/8875643164695156676632875277264,224337812354182312510527275605/224111967966539953157091196256,0.001007222733272752,0.001007222733274866,144,61
739,3,9,198193132027611523491508408171/197993763303303072021955230726,734113130838392876888787134333/733374663279519763772706291714,0.001006437837731078,0.001006437837734610,81,44
739,3,11,296298802051054035407180623577/296000684969480476940546015238,888987039868590060340965180899/888092597433965410013958717120,0.001006643136726137,0.001006643136728310,99,53
739,3,16,1974796213542721259286249825131/1972821893104226102595247076985,4443357740589081337644743624879/4438915453358303432126673863988,0.001000259168830345,0.001000259168832480,144,61
